trial_uid,session_id,participant_code,trial_index,trial_type,prompt_id,prompt_typing_order,length_class,condition,duration_ms,first_key_latency_ms,event_count,insert_count,delete_count,mean_dt_ms,median_dt_ms,mean_friction,max_friction,total_time_in_error_ms,number_of_error_episodes,maximum_wrong_suffix_depth,mean_planned_geometry_burden,layout_switch_count,shift_required_count,near_key_typo_count,layout_confusion_count,shift_confusion_count,prompt_source,prompt_text,prompt_length,final_reconstructed_text,final_prefix_match_len,final_resulting_text_length,qc_prompt_available_ok,qc_event_index_ok,qc_time_monotonic_ok,qc_append_pop_ok,qc_reconstruction_ok,qc_exact_match_ok,all_core_qc_ok
20260420042552-1pdrvw3__4__P03,20260420042552-1pdrvw3,sine,4,main,P03,4,short,formal_register,12545,1899,32,31,1,392.03125,266.0,0.013045387304395632,0.6423282382836493,521.0,1,1,0.0066031186455074095,0.0,1.0,1,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260420042552-1pdrvw3__5__P05,20260420042552-1pdrvw3,sine,5,main,P05,5,short,twisted_proverb,23330,1414,65,48,17,358.9230769230769,234.0,0.31898647541587044,2.1048806634578527,10309.0,3,14,0.19655501726140825,0.0,0.0,1,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260420042552-1pdrvw3__6__P09,20260420042552-1pdrvw3,sine,6,main,P09,6,medium,arabic_numerals,23526,1830,50,48,2,470.52,259.0,0.0532131747600907,0.8641221251431843,861.0,1,2,0.2628329938952562,0.0,3.0,1,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260420042552-1pdrvw3__7__P11,20260420042552-1pdrvw3,sine,7,main,P11,7,medium,rhythmic_repetition,35461,10642,64,52,12,554.078125,244.5,0.11694458424872126,1.2460755105750516,5028.0,4,6,-0.13099319882106097,0.0,0.0,5,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260420042552-1pdrvw3__8__P10,20260420042552-1pdrvw3,sine,8,main,P10,8,medium,thai_numerals,37960,6140,48,47,1,790.8333333333334,362.5,0.13385023494433096,1.053388212306604,744.0,1,1,0.012275663901742498,0.0,8.0,0,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260420042552-1pdrvw3__9__P06,20260420042552-1pdrvw3,sine,9,main,P06,9,medium,mixed_symbols_identification,38866,2076,86,69,17,451.93023255813955,246.0,0.1590933575482417,1.006889202669184,8220.0,6,7,0.17421090128185154,9.0,0.0,3,3,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260420063815-19rm65e__0__PRACTICE,20260420063815-19rm65e,superidol,0,practice,PRACTICE,0,practice,practice_warmup,42316,12355,73,55,18,579.6712328767123,302.0,0.2596673300628299,1.4393247486079355,10613.0,5,10,0.2541151710195108,0.0,2.0,5,0,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260420063815-19rm65e__10__P08,20260420063815-19rm65e,superidol,10,main,P08,10,medium,formal_lexical_difficulty,26344,1250,56,56,0,470.42857142857144,310.5,0.03941352499894556,0.7231701412010525,0.0,0,0,-0.2918548219067011,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260420063815-19rm65e__11__P07,20260420063815-19rm65e,superidol,11,main,P07,11,medium,formal_educational,46616,2140,88,77,11,529.7272727272727,383.5,0.14242995133060274,0.6841720804588296,4803.0,8,2,-0.08002083753231105,0.0,2.0,5,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260420063815-19rm65e__12__P12,20260420063815-19rm65e,superidol,12,main,P12,12,long,long_familiar_expository,69465,1190,139,133,6,499.7482014388489,364.0,0.13473695674050812,0.8312752261023205,3749.0,2,4,0.260021554525737,0.0,5.0,0,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260420063815-19rm65e__13__P14,20260420063815-19rm65e,superidol,13,main,P14,13,long,long_mixed_difficulty,85242,2363,153,149,4,557.1372549019608,365.0,0.11186359461072526,1.1323815322471045,2073.0,3,2,-0.04447761606259772,0.0,13.0,2,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260420063815-19rm65e__14__P13,20260420063815-19rm65e,superidol,14,main,P13,14,long,long_formal_bureaucratic,92236,1990,197,170,27,468.20304568527916,372.0,0.1626769135345736,1.0586355195287407,12512.0,15,6,0.28014928102193554,0.0,10.0,17,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260420063815-19rm65e__1__P01,20260420063815-19rm65e,superidol,1,main,P01,1,short,familiar_baseline,15164,2684,34,31,3,446.0,283.5,0.041730495978563334,0.763504172015858,2015.0,3,1,-0.33218941662008755,0.0,1.0,3,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260420063815-19rm65e__2__P02,20260420063815-19rm65e,superidol,2,main,P02,2,short,familiar_polite,10100,1295,23,23,0,439.1304347826087,332.0,0.0723196342243443,0.6245961645932974,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260420063815-19rm65e__3__P04,20260420063815-19rm65e,superidol,3,main,P04,3,short,orthographic_named_entity,20288,2337,39,34,5,520.2051282051282,384.0,0.2053750913031241,0.7891349420471636,3087.0,3,3,0.30669351166986664,0.0,5.0,2,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260420063815-19rm65e__4__P03,20260420063815-19rm65e,superidol,4,main,P03,4,short,formal_register,18800,1466,40,35,5,470.0,372.5,0.13313256445783583,0.638736838392295,2320.0,3,2,0.07025999049018941,0.0,1.0,4,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260420063815-19rm65e__5__P05,20260420063815-19rm65e,superidol,5,main,P05,5,short,twisted_proverb,20639,1378,53,42,11,389.41509433962267,270.0,0.14187355231284768,1.2463916521504967,6158.0,3,5,0.27666493968316813,0.0,0.0,2,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
20260420063815-19rm65e__6__P09,20260420063815-19rm65e,superidol,6,main,P09,6,medium,arabic_numerals,34849,2365,70,58,12,497.84285714285716,359.5,0.1594613725638288,0.8179365270619785,5526.0,5,4,-0.06965822676453864,0.0,4.0,6,0,0,prompt_table,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,ชั้นมัธยมศึกษาปีที่ 6 จะส่งรายงานจำนวน 10 หน้า,46,46,1,1,1,1,1,1,1
20260420063815-19rm65e__7__P11,20260420063815-19rm65e,superidol,7,main,P11,7,medium,rhythmic_repetition,31961,3022,68,54,14,470.0147058823529,288.0,0.13645659930541298,0.837493510155515,7747.0,6,5,0.023576504896330706,0.0,0.0,3,0,0,prompt_table,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,วันนี้ผมทักผมรักผมรอ วันไหนผมท้อผมพอผมลา,40,40,1,1,1,1,1,1,1
20260420063815-19rm65e__8__P10,20260420063815-19rm65e,superidol,8,main,P10,8,medium,thai_numerals,53010,1197,86,66,20,616.3953488372093,342.0,0.23083497402880723,1.2258699171493734,10676.0,5,8,-0.04565403939659798,0.0,8.0,4,2,0,prompt_table,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,ชั้นมัธยมศึกษาปีที่ ๖ จะส่งรายงานจำนวน ๑๐ หน้า,46,46,1,1,1,1,1,1,1
20260420063815-19rm65e__9__P06,20260420063815-19rm65e,superidol,9,main,P06,9,medium,mixed_symbols_identification,26302,2832,54,53,1,487.0740740740741,342.5,0.10964583534391598,0.8165944652299821,725.0,1,1,0.26798435204369025,5.0,0.0,0,0,0,prompt_table,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,นักเรียน ม.5/6 ช่วยตรวจสอบ ชื่อ-สกุล ของตัวเองด้วยนะ,52,52,1,1,1,1,1,1,1
20260420125333-ukjjv5__0__PRACTICE,20260420125333-ukjjv5,Kuga,0,practice,PRACTICE,0,practice,practice_warmup,13536,1413,41,39,2,330.1463414634146,249.0,-0.02659670443529143,0.6258433841637903,633.0,1,2,0.19887824860046183,0.0,2.0,0,1,0,recovered_from_event_log_consensus,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,วันนี้อากาศดีและฉันพร้อมเริ่มการทดลอง,37,37,1,1,1,1,1,1,1
20260420125333-ukjjv5__10__P08,20260420125333-ukjjv5,Kuga,10,main,P08,10,medium,formal_lexical_difficulty,17184,1053,56,56,0,306.85714285714283,215.0,-0.09648576971485492,0.47639594387275275,0.0,0,0,-0.2918548219067011,0.0,1.0,0,0,0,prompt_table,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,ขอความร่วมมือจัดเตรียมเอกสารเพื่อเป็นวิทยาทานแก่นักเรียน,56,56,1,1,1,1,1,1,1
20260420125333-ukjjv5__11__P07,20260420125333-ukjjv5,Kuga,11,main,P07,11,medium,formal_educational,20828,850,70,68,2,297.54285714285714,232.5,-0.07748225354610534,0.4674411337248691,716.0,2,1,-0.14103688892382768,0.0,2.0,2,0,0,prompt_table,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,นักเรียนพึงศึกษาเล่าเรียนอย่างสม่ำเสมอเพื่อเตรียมความพร้อมในการสอบ,66,66,1,1,1,1,1,1,1
20260420125333-ukjjv5__12__P12,20260420125333-ukjjv5,Kuga,12,main,P12,12,long,long_familiar_expository,39051,866,129,128,1,302.72093023255815,235.0,-0.03492682934639448,0.44272900547315164,381.0,1,1,0.28919381327481225,0.0,5.0,1,0,0,prompt_table,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,วันนี้ครูขอให้นักเรียนเขียนสรุปเรื่องสุภาษิตไทยอย่างกระชับและชัดเจน โดยให้ยกตัวอย่างหนึ่งสำนวนและอธิบายความหมายด้วยภาษาของตนเอง,127,127,1,1,1,1,1,1,1
20260420125333-ukjjv5__13__P14,20260420125333-ukjjv5,Kuga,13,main,P14,13,long,long_mixed_difficulty,58678,983,165,155,10,355.6242424242424,280.0,0.0023929075811528317,0.7997749377597351,6285.0,4,3,-0.0015690845161706669,0.0,19.0,2,0,0,prompt_table,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,สวัสดีคุณชาคริษฐ์ วันนี้เราขอให้คุณจัดทำหนังสือเรื่องการสอนภาษาไทยสำหรับนักเรียนชั้นมัธยมศึกษาปีที่ ๖ เพื่อเป็นวิทยาทานแก่โรงเรียนในเครือพันธมิตร,145,145,1,1,1,1,1,1,1
20260420125333-ukjjv5__14__P13,20260420125333-ukjjv5,Kuga,14,main,P13,14,long,long_formal_bureaucratic,47276,924,147,145,2,321.6054421768707,253.0,-0.03455919844937492,0.6397488426594352,944.0,2,1,0.13525263781437458,0.0,10.0,1,0,0,prompt_table,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,ทางคณะผู้จัดทำขอความกรุณาให้นักเรียนจัดทำรายงานเรื่องสุภาษิตและคำพังเพย โดยเขียนอธิบายเนื้อหาให้ครบถ้วนเพื่อเป็นประโยชน์ต่อการเรียนรู้ในภายหลัง,143,143,1,1,1,1,1,1,1
20260420125333-ukjjv5__1__P01,20260420125333-ukjjv5,Kuga,1,main,P01,1,short,familiar_baseline,8799,1428,32,30,2,274.96875,186.0,-0.1220577445445693,0.5425081170370939,609.0,1,2,-0.3473892696765386,0.0,1.0,0,0,0,prompt_table,วันนี้เราจะทำการบ้านให้เสร็จ,28,วันนี้เราจะทำการบ้านให้เสร็จ,28,28,1,1,1,1,1,1,1
20260420125333-ukjjv5__2__P02,20260420125333-ukjjv5,Kuga,2,main,P02,2,short,familiar_polite,6897,898,23,23,0,299.8695652173913,230.0,-0.04378394537328815,0.4449966594575549,0.0,0,0,0.25814509546983044,0.0,1.0,0,0,0,prompt_table,กรุณาตอบกลับภายในวันนี้,23,กรุณาตอบกลับภายในวันนี้,23,23,1,1,1,1,1,1,1
20260420125333-ukjjv5__3__P04,20260420125333-ukjjv5,Kuga,3,main,P04,3,short,orthographic_named_entity,10707,1088,31,30,1,345.38709677419354,237.0,-0.008468957684511846,0.4666853272178123,647.0,1,1,0.21719006145488184,0.0,3.0,0,0,0,prompt_table,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,นิสิตจากจุฬาลงกรณ์มหาวิทยาลัย,29,29,1,1,1,1,1,1,1
20260420125333-ukjjv5__4__P03,20260420125333-ukjjv5,Kuga,4,main,P03,4,short,formal_register,9747,924,30,30,0,324.9,267.5,-0.03854482720543021,0.4266132947738337,0.0,0,0,0.012976111069665933,0.0,1.0,0,0,0,prompt_table,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,ขอความกรุณาจัดทำเอกสารดังกล่าว,30,30,1,1,1,1,1,1,1
20260420125333-ukjjv5__5__P05,20260420125333-ukjjv5,Kuga,5,main,P05,5,short,twisted_proverb,10180,909,37,34,3,275.13513513513516,213.0,-0.018982171177845807,0.4504646620765591,1093.0,2,2,0.41554529580926686,0.0,0.0,1,0,0,prompt_table,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,เข้าเมืองตาหลิ่ว ต้องหลิ่วมาตาม,31,31,1,1,1,1,1,1,1
